u,v,z
958.0,85.0,48.75140380859375
936.0,86.0,48.1396598815918
941.0,86.0,48.514286041259766
945.0,86.0,48.514286041259766
949.0,86.0,48.656280517578125
954.0,86.0,48.656280517578125
960.0,86.0,48.53789520263672
1150.0,89.0,68.74250793457031
1156.0,89.0,68.50643920898438
956.0,90.0,48.72758865356445
958.0,90.0,48.68002700805664
961.0,90.0,48.53789520263672
935.0,91.0,48.11643600463867
940.0,91.0,48.42008590698242
948.0,91.0,48.6325569152832
952.0,91.0,48.68002700805664
1149.0,91.0,68.41246795654297
1150.0,93.0,66.32006072998047
1153.0,93.0,67.12340545654297
1154.0,93.0,67.85399627685547
1155.0,93.0,67.53241729736328
933.0,94.0,47.81657409667969
938.0,94.0,48.3028450012207
943.0,94.0,48.443599700927734
947.0,94.0,48.656280517578125
951.0,94.0,48.656280517578125
954.0,94.0,48.75140380859375
958.0,94.0,48.68002700805664
961.0,94.0,48.53789520263672
1152.0,94.0,66.01282501220703
1149.0,95.0,66.01282501220703
1150.0,96.0,66.89830780029297
1153.0,96.0,66.4526138305664
877.0,97.0,35.90546417236328
881.0,97.0,35.82807922363281
882.0,97.0,35.776676177978516
1148.0,97.0,65.6651611328125
1149.0,97.0,66.8086929321289
1152.0,97.0,66.76396942138672
1153.0,97.0,66.76396942138672
1155.0,97.0,67.1686019897461
939.0,98.0,48.27946472167969
941.0,98.0,48.443599700927734
945.0,98.0,48.608856201171875
948.0,98.0,48.68002700805664
951.0,98.0,48.68002700805664
952.0,98.0,48.656280517578125
955.0,98.0,48.775245666503906
956.0,98.0,48.79910659790039
959.0,98.0,48.70379638671875
963.0,98.0,48.58517837524414
1126.0,98.0,62.85152816772461
1146.0,98.0,64.14493560791016
1149.0,98.0,65.4926986694336
935.0,99.0,47.97757339477539
937.0,99.0,48.046905517578125
945.0,99.0,48.6325569152832
948.0,99.0,48.6325569152832
949.0,99.0,48.6325569152832
952.0,99.0,48.775245666503906
955.0,99.0,48.79910659790039
956.0,99.0,48.75140380859375
959.0,99.0,48.822994232177734
960.0,99.0,48.68002700805664
962.0,99.0,48.68002700805664
963.0,99.0,48.53789520263672
1121.0,99.0,62.457969665527344
1125.0,99.0,62.536285400390625
1126.0,99.0,62.97056579589844
1127.0,99.0,63.050174713134766
1128.0,99.0,62.89115524291992
1129.0,99.0,62.37984848022461
1130.0,99.0,62.732940673828125
847.0,100.0,31.877716064453125
851.0,100.0,31.79642105102539
853.0,100.0,31.979921340942383
856.0,100.0,32.041561126708984
934.0,100.0,47.862464904785156
935.0,100.0,48.046905517578125
936.0,100.0,48.07006072998047
938.0,100.0,48.3028450012207
941.0,100.0,48.514286041259766
943.0,100.0,48.349674224853516
945.0,100.0,48.58517837524414
947.0,100.0,48.6325569152832
950.0,100.0,48.72758865356445
953.0,100.0,48.775245666503906
954.0,100.0,48.53789520263672
955.0,100.0,48.822994232177734
957.0,100.0,48.822994232177734
958.0,100.0,48.514286041259766
960.0,100.0,48.775245666503906
961.0,100.0,48.16290283203125
963.0,100.0,48.608856201171875
1114.0,100.0,60.37855529785156
